timestamp,accX,accY,accZ,gravX,gravY,gravZ,baro,gyrX,gyrY,gyrZ
2.6,-1.964,-0.004,-0.848,-0.378,0.646,9.729,1013.225,29.013,24.015,-12.491
2.65,-1.382,0.359,-0.81,-0.349,0.537,9.757,1013.218,23.479,25.968,-15.959
2.7,-1.065,0.52,0.029,-0.319,0.227,9.807,1013.22,19.051,15.67,-17.117
2.75,-0.745,0.883,-0.64,-0.353,0.085,9.872,1013.215,19.334,19.938,-16.598
2.8,-0.917,1.002,-0.754,-0.334,-0.027,9.76,1013.209,15.995,14.046,-23.645
2.85,-1.347,0.838,0.173,-0.276,-0.25,9.791,1013.235,0.734,3.447,-25.329
2.9,-0.471,1.14,-0.377,-0.236,-0.27,9.812,1013.231,-0.202,3.841,-19.872
2.95,0.082,0.613,0.113,-0.173,-0.473,9.819,1013.233,5.138,-0.926,-8.53
3.0,-0.691,0.397,-0.916,-0.093,-0.489,9.711,1013.238,-2.078,3.287,-17.071
3.05,-1.13,-0.02,-0.802,-0.118,-0.587,9.744,1013.226,3.813,0.845,-20.951
3.1,-0.704,-0.144,-0.821,-0.063,-0.537,9.803,1013.239,1.099,8.788,-27.184
3.15,-0.254,0.6,-0.349,0.028,-0.542,9.791,1013.238,-5.803,8.245,-23.503
3.2,-0.128,0.976,-0.567,0.073,-0.508,9.789,1013.245,-9.189,4.339,-24.637
3.25,-0.054,0.879,-0.558,0.071,-0.451,9.852,1013.248,-14.808,9.685,-17.262
3.3,-0.13,0.602,-0.761,0.077,-0.447,9.825,1013.246,-25.633,1.879,-24.257
3.35,-0.285,0.167,-0.713,0.076,-0.395,9.842,1013.259,-30.871,-9.062,-18.183
3.4,-0.184,0.601,-0.454,0.178,-0.456,9.808,1013.272,-34.284,-6.399,-17.699
3.45,-0.92,0.308,-0.826,0.216,-0.516,9.752,1013.263,-35.073,-18.275,-22.983
3.5,-0.642,0.076,-0.38,0.214,-0.607,9.801,1013.265,-25.95,-21.337,-17.857
3.55,-0.869,-0.398,-0.676,0.278,-0.675,9.841,1013.27,-16.794,-20.131,-18.065
3.6,-0.955,0.561,-0.952,0.42,-0.654,9.812,1013.269,-18.924,-27.684,-8.431
3.65,-0.236,-0.39,-0.61,0.307,-0.789,9.798,1013.275,-16.268,-26.728,-17.203
3.7,0.782,0.033,0.423,0.354,-0.946,9.726,1013.271,-10.815,-31.475,-17.658
3.75,0.814,0.508,-0.154,0.369,-0.836,9.707,1013.281,-17.739,-26.074,-11.248
3.8,0.28,-0.689,-0.44,0.44,-1.008,9.756,1013.294,-20.73,-19.324,-3.041
3.85,0.556,-0.632,-0.458,0.432,-0.951,9.789,1013.275,-5.132,-17.873,-12.83
3.9,-0.034,-0.764,0.029,0.493,-0.912,9.748,1013.27,-11.191,-13.328,-13.651
3.95,0.147,-0.751,0.066,0.522,-0.792,9.84,1013.274,-20.945,-4.12,-16.543
4.0,0.192,-0.812,-0.314,0.48,-0.6,9.62,1013.271,-10.985,-6.622,-12.27
4.05,1.186,-0.912,-0.399,0.456,-0.46,9.816,1013.257,0.133,-5.082,-5.855
4.1,0.424,-0.497,-0.315,0.504,-0.329,9.746,1013.263,12.99,-2.374,-11.947
4.15,1.095,-0.649,-0.388,0.515,-0.144,9.743,1013.282,14.033,-6.167,-14.577
4.2,1.503,1.359,0.6,0.749,-0.745,9.689,1013.23,42.58,30.93,12.174
4.25,2.496,1.832,0.624,0.858,-1.096,9.776,1013.259,56.516,29.446,26.009
4.3,1.865,1.264,1.019,0.951,-1.414,9.631,1013.26,68.38,44.741,32.126
4.35,2.54,0.76,0.385,0.93,-1.702,9.625,1013.257,84.513,59.171,40.566
4.4,2.734,0.756,0.313,1.075,-1.924,9.643,1013.257,101.994,65.041,43.514
4.45,3.847,0.859,0.878,1.136,-2.256,9.484,1013.234,111.937,74.02,51.73
4.5,3.907,1.236,1.133,1.293,-2.476,9.482,1013.243,128.14,80.464,73.604
4.55,4.846,1.508,0.732,1.28,-2.702,9.311,1013.217,142.178,94.977,75.813
4.6,4.045,1.813,0.712,1.442,-2.973,9.176,1013.225,154.855,112.867,90.337
4.65,4.717,1.575,0.79,1.593,-3.026,9.182,1013.218,163.174,119.517,104.058
4.7,4.378,2.457,1.243,1.771,-3.286,9.119,1013.217,186.103,129.063,123.024
4.75,4.933,2.474,1.654,1.883,-3.487,9.101,1013.223,198.03,136.238,119.701
4.8,4.49,2.865,1.492,2.037,-3.532,8.988,1013.204,208.517,141.273,128.561
4.85,4.561,2.433,1.604,2.234,-3.559,8.908,1013.224,211.256,149.813,147.396
4.9,5.837,2.236,1.051,2.478,-3.598,8.819,1013.201,212.263,142.112,159.893
4.95,7.043,2.826,1.797,2.579,-3.697,8.653,1013.198,206.962,147.167,178.741
5.0,8.922,3.399,3.263,2.833,-3.724,8.49,1013.193,213.07,146.555,182.813
5.05,10.759,4.381,5.896,2.946,-3.858,8.528,1013.211,218.216,149.791,195.817
5.1,4.151,2.143,7.134,-3.328,3.741,8.476,1013.237,-46.458,-24.547,-34.894
5.15,2.991,1.667,6.136,-3.308,3.6,8.509,1013.231,-62.855,-16.95,-29.163
5.2,1.471,0.631,2.19,-3.277,3.377,8.588,1013.22,-62.999,-11.642,-21.691
5.25,1.118,0.377,0.138,-3.219,3.188,8.611,1013.2,-71.326,-6.878,-17.805
5.3,1.062,0.369,-0.372,-3.178,3.087,8.805,1013.24,-65.888,-2.852,-14.965
5.35,0.51,-0.097,-1.065,-3.183,2.905,8.807,1013.188,-57.686,4.337,-1.345
5.4,0.616,-0.166,-0.547,-3.111,2.73,8.877,1013.192,-46.658,21.837,5.046
5.45,0.299,0.362,-0.234,-3.009,2.512,8.998,1013.17,-23.258,23.677,9.559
5.5,1.05,0.365,-0.733,-2.964,2.324,9.021,1013.162,-10.602,26.7,18.674
5.55,0.775,0.976,0.332,-2.905,2.071,9.123,1013.149,3.87,49.756,22.148
5.6,0.399,0.5,-0.011,-2.74,1.763,9.246,1013.157,33.385,47.897,36.279
5.65,0.247,0.392,-0.361,-2.727,1.579,9.285,1013.137,38.555,57.229,42.669
5.7,-0.134,-0.403,0.054,-2.627,1.335,9.313,1013.131,53.444,53.801,51.142
5.75,-0.603,-0.349,-0.482,-2.501,1.154,9.395,1013.113,57.265,61.045,55.936
5.8,-0.606,-0.122,-0.167,-2.46,0.858,9.442,1013.109,59.734,62.195,65.163
5.85,-0.005,0.397,0.022,-2.319,0.597,9.512,1013.085,66.058,59.379,64.762
5.9,-0.063,0.03,0.04,-2.177,0.24,9.642,1013.08,67.269,47.252,65.38
5.95,-0.254,-0.179,0.486,-2.108,-0.015,9.591,1013.075,44.732,39.452,75.962
6.0,-0.261,0.035,0.331,-1.961,-0.28,9.554,1013.079,37.545,39.789,79.905
6.05,0.02,0.341,-0.157,-1.816,-0.505,9.657,1013.062,27.859,25.248,81.351
6.1,-0.017,0.423,-0.011,-1.777,-0.859,9.605,1013.054,12.907,11.801,71.413
6.15,-0.646,-0.008,-0.031,-1.641,-1.123,9.547,1013.043,3.797,10.798,80.779
6.2,-0.373,0.201,0.01,-1.407,-1.363,9.583,1013.01,-4.265,3.411,85.895
6.25,-0.878,-0.037,-0.403,-1.355,-1.658,9.497,1013.025,-18.694,-14.328,79.264
6.3,-0.018,-0.161,0.233,-1.158,-1.916,9.633,1013.015,-29.161,-16.577,80.273
6.35,0.23,0.348,0.296,-1.064,-2.175,9.533,1012.974,-30.807,-18.138,79.846
6.4,-0.077,0.496,-0.322,-0.852,-2.445,9.441,1012.994,-16.931,-31.84,72.716
6.45,-0.065,0.283,0.177,-0.692,-2.675,9.479,1012.984,-13.764,-31.445,66.845
6.5,-0.482,0.416,-0.422,-0.537,-3.0,9.38,1012.967,-9.386,-34.407,66.096
6.55,-0.186,0.637,-0.022,-0.391,-3.152,9.327,1012.96,14.851,-26.548,70.915
6.6,-0.102,0.664,-0.361,-0.201,-3.469,9.244,1012.919,20.78,-25.783,63.909
6.65,-0.371,0.416,-0.57,-0.075,-3.629,9.075,1012.913,35.422,-22.046,55.171
6.7,-1.195,0.377,-0.831,0.044,-3.809,9.063,1012.918,66.78,-21.343,46.476
6.75,-1.18,0.262,-0.838,0.203,-3.951,9.051,1012.894,68.365,-5.272,48.676
6.8,-1.02,0.514,-0.788,0.463,-4.106,8.903,1012.906,81.503,-5.073,29.096
6.85,-0.393,1.153,-0.277,0.571,-4.263,8.789,1012.886,88.056,16.447,32.855
6.9,-0.715,1.179,-0.138,0.794,-4.477,8.663,1012.888,93.22,5.361,32.644
6.95,-0.466,1.04,-0.698,0.881,-4.567,8.67,1012.869,87.747,12.494,25.581
7.0,-0.713,0.482,-0.562,1.04,-4.664,8.483,1012.854,87.839,19.894,22.948
7.05,-0.984,0.442,-0.414,1.202,-4.746,8.426,1012.842,72.216,25.723,14.317
7.1,-1.16,0.198,-0.48,1.31,-4.852,8.485,1012.834,52.059,21.369,8.072
7.15,-1.503,0.419,-1.068,1.519,-4.941,8.353,1012.816,44.766,31.803,-3.964
7.2,-1.09,-0.071,-1.031,1.692,-4.888,8.23,1012.815,36.646,32.471,-3.353
7.25,-1.01,-0.589,-0.753,1.834,-4.971,8.37,1012.795,10.392,26.15,-2.815
7.3,-1.074,0.409,-0.355,1.909,-4.937,8.246,1012.786,5.073,18.127,-1.924
7.35,-0.39,0.077,-0.345,2.139,-4.997,8.07,1012.77,-12.723,14.513,-14.056
7.4,0.109,0.505,0.197,2.196,-4.981,8.222,1012.777,-27.067,11.269,-9.422
7.45,-0.206,0.97,-0.269,2.388,-4.965,8.181,1012.781,-19.667,2.492,-14.494
7.5,-0.276,-0.027,-0.439,2.448,-4.98,8.174,1012.765,-18.461,-6.534,-12.029
7.55,-1.411,-0.62,-0.156,2.564,-4.85,8.077,1012.758,-26.547,-21.118,-13.446
7.6,-0.979,-0.565,-0.171,2.732,-4.731,8.131,1012.752,-14.103,-25.18,-20.873
7.65,-0.31,0.002,-0.433,2.825,-4.573,8.125,1012.74,0.912,-39.622,1.458
7.7,-0.016,-0.541,-0.217,2.972,-4.583,8.161,1012.715,14.138,-49.886,4.414
7.75,0.071,0.204,0.327,3.067,-4.481,8.224,1012.731,29.452,-50.405,-3.178
7.8,0.119,0.329,0.031,3.098,-4.321,8.271,1012.703,29.846,-57.135,7.452
7.85,0.303,-0.193,0.596,3.296,-4.168,8.202,1012.729,50.845,-64.59,16.464
7.9,0.352,0.281,0.38,3.243,-3.965,8.342,1012.717,56.135,-54.293,11.033
7.95,0.524,-0.032,0.153,3.461,-3.878,8.366,1012.687,63.617,-54.206,20.378
8.0,-0.705,-0.603,-0.312,3.492,-3.657,8.375,1012.681,59.784,-58.754,30.919
8.05,-1.09,-0.788,0.015,3.502,-3.496,8.424,1012.704,58.924,-50.924,33.624
8.1,-0.878,-0.336,-0.099,3.52,-3.244,8.513,1012.685,53.812,-42.839,45.308
8.15,-0.83,0.067,0.033,3.618,-2.979,8.578,1012.676,44.07,-33.068,48.824
8.2,0.209,0.012,0.457,3.682,-2.783,8.679,1012.668,34.29,-20.111,60.654
8.25,-0.204,0.04,0.186,3.691,-2.597,8.707,1012.65,17.679,-18.095,71.165
8.3,0.036,-0.297,0.11,3.778,-2.345,8.748,1012.645,-2.186,-13.293,65.289
8.35,-0.6,-0.05,0.186,3.697,-2.055,8.799,1012.646,-19.288,-1.677,79.687
8.4,0.753,0.071,-0.173,3.719,-1.836,8.834,1012.634,-28.191,7.13,89.904
8.45,0.268,0.015,-0.125,3.856,-1.597,8.928,1012.643,-43.637,17.709,91.043
8.5,0.151,0.284,0.388,3.756,-1.335,8.919,1012.658,-56.844,17.443,98.467
8.55,0.156,-0.551,-0.178,3.725,-1.047,8.962,1012.619,-56.999,24.337,111.43
8.6,-0.062,-0.207,-0.933,3.768,-0.769,8.895,1012.632,-71.235,24.408,113.021
8.65,0.201,-0.028,-0.404,3.711,-0.526,9.067,1012.636,-60.433,27.325,124.844
8.7,1.135,0.732,-0.431,3.756,-0.159,9.002,1012.64,-56.217,25.207,127.961
8.75,1.022,0.566,0.322,3.656,0.12,9.049,1012.615,-48.586,26.729,131.375
8.8,0.728,0.026,-0.051,3.601,0.293,9.079,1012.644,-32.119,29.646,133.053
8.85,0.789,0.056,-0.794,3.604,0.674,9.091,1012.625,-20.74,15.229,135.28
8.9,0.345,-0.546,-0.492,3.602,0.872,9.198,1012.64,-7.564,2.873,136.384
8.95,0.465,-0.527,-0.81,3.436,1.147,8.994,1012.656,1.59,-4.346,141.611
9.0,0.805,-0.51,-0.773,3.333,1.389,9.148,1012.632,16.624,-8.626,132.401
9.05,0.446,-0.387,-0.047,3.231,1.7,9.128,1012.641,21.123,-10.147,144.095
9.1,0.014,-0.493,-0.756,3.178,1.866,9.052,1012.627,29.522,-23.453,155.466
9.15,0.589,-0.033,-0.777,3.091,2.147,9.171,1012.672,32.59,-26.847,150.826
9.2,1.06,0.19,-0.543,3.002,2.455,8.977,1012.66,18.944,-30.62,140.976
9.25,1.583,-0.132,-0.61,2.891,2.553,9.044,1012.639,13.07,-35.989,142.393
9.3,0.976,-0.443,-0.283,2.831,2.697,9.055,1012.673,-0.787,-31.364,133.163
9.35,0.632,-0.542,-0.585,2.691,2.821,8.945,1012.677,-14.477,-34.08,132.613
9.4,-0.346,-1.107,-0.552,2.525,3.112,9.014,1012.671,-26.627,-31.212,123.302
9.45,-0.339,-1.166,-0.363,2.45,3.253,8.934,1012.675,-51.464,-23.634,119.543
9.5,0.238,-0.973,-0.176,2.3,3.436,8.936,1012.695,-55.834,-15.524,121.545
9.55,0.646,-0.578,-0.188,2.106,3.483,8.939,1012.704,-72.027,-4.952,115.672
9.6,0.364,-0.196,-0.028,2.029,3.542,8.852,1012.717,-80.64,-7.13,99.214
9.65,0.442,0.296,0.243,1.863,3.61,8.952,1012.711,-87.133,7.802,101.35
9.7,-0.289,-0.431,-0.193,1.654,3.76,8.927,1012.701,-85.423,17.96,101.461
9.75,0.254,-0.314,-0.105,1.512,3.807,8.892,1012.725,-84.086,32.113,82.119
9.8,0.394,-0.45,-0.265,1.396,3.788,8.984,1012.749,-87.197,35.015,83.926
9.85,-0.135,-0.485,-0.393,1.219,3.878,8.962,1012.748,-66.903,36.064,81.69
9.9,-0.423,-0.319,-0.091,1.078,3.77,8.932,1012.78,-56.64,52.444,75.532
9.95,0.587,-0.497,-0.318,0.948,3.738,9.009,1012.776,-43.882,52.085,67.443
10.0,0.832,0.494,0.394,0.774,3.704,9.08,1012.768,-15.147,52.397,61.53
10.05,0.796,0.292,0.097,0.462,3.577,9.188,1012.801,-9.304,60.496,55.741
10.1,1.322,0.417,-0.257,0.325,3.48,9.143,1012.796,-4.646,54.247,55.641
10.15,0.145,0.116,0.049,0.236,3.367,9.153,1012.827,16.211,52.632,54.477
10.2,0.912,-0.102,-0.287,0.003,3.142,9.308,1012.846,14.407,51.392,47.611
10.25,0.405,0.234,0.012,-0.004,3.031,9.357,1012.857,26.287,49.385,54.686
10.3,0.59,-0.177,0.119,-0.326,2.81,9.343,1012.862,19.059,35.91,61.527
10.35,-0.026,-0.462,0.008,-0.497,2.638,9.485,1012.882,19.042,29.957,50.511
10.4,0.092,-0.648,0.058,-0.616,2.376,9.521,1012.858,2.796,18.75,50.593
10.45,-0.309,0.004,0.151,-0.689,2.056,9.507,1012.88,0.952,15.225,43.441
10.5,0.291,0.448,-0.605,-0.941,1.873,9.598,1012.902,-19.806,-4.996,48.273
10.55,0.512,0.135,0.283,-1.025,1.673,9.681,1012.904,-33.09,-11.827,53.373
10.6,0.338,0.185,0.643,-1.123,1.321,9.711,1012.895,-34.918,-13.076,58.391
10.65,-0.114,0.038,-0.026,-1.295,1.005,9.692,1012.933,-52.867,-22.168,62.907
10.7,-0.68,-0.572,-1.02,-1.485,0.729,9.714,1012.933,-67.525,-29.537,71.348
10.75,-0.786,-0.312,-0.361,-1.604,0.412,9.683,1012.941,-74.102,-22.167,68.51
10.8,-0.639,0.015,-0.987,-1.645,0.075,9.697,1012.975,-68.432,-24.91,91.746
10.85,-0.478,-0.477,0.05,-1.756,-0.319,9.752,1012.963,-69.243,-26.861,87.93
10.9,-0.11,-0.637,-0.237,-1.882,-0.616,9.609,1013.015,-58.084,-14.133,104.343
10.95,-0.619,-0.632,-0.402,-2.008,-1.013,9.572,1012.996,-46.389,-9.327,107.224
11.0,0.5,-0.244,-0.481,-2.089,-1.315,9.473,1012.996,-22.769,-10.549,107.413
11.05,-0.52,0.313,-0.307,-2.125,-1.613,9.448,1013.013,-11.917,-7.583,117.521
11.1,0.14,0.163,-0.266,-2.243,-1.97,9.327,1013.032,8.964,9.356,121.068
11.15,-0.251,-0.214,-0.365,-2.275,-2.291,9.309,1013.061,22.803,16.603,141.396
11.2,-0.913,-0.506,-0.693,-2.277,-2.676,9.126,1013.064,37.4,24.291,145.069
11.25,-0.764,-0.416,-0.438,-2.457,-2.899,9.082,1013.077,48.85,24.727,151.081
11.3,-0.849,-0.222,-0.405,-2.422,-3.229,8.87,1013.081,63.486,24.132,157.704
11.35,0.142,0.858,-0.535,-2.527,-3.414,8.833,1013.095,62.545,41.118,156.345
11.4,-0.189,0.641,-0.053,-2.505,-3.733,8.722,1013.091,59.615,34.499,166.428
11.45,-0.3,0.306,0.118,-2.475,-4.042,8.569,1013.124,63.471,31.031,170.473
11.5,-0.453,0.433,-0.347,-2.54,-4.292,8.422,1013.135,57.22,35.575,176.224
11.55,-0.188,0.184,0.256,-2.458,-4.525,8.264,1013.148,34.828,30.983,192.291
11.6,-0.171,0.913,-0.164,-2.516,-4.736,8.229,1013.145,21.99,30.913,194.82
11.65,-0.417,0.137,-0.357,-2.438,-4.895,8.073,1013.142,10.005,21.399,194.853
11.7,-0.766,-0.34,0.027,-2.469,-5.073,8.06,1013.176,8.767,18.199,199.649
11.75,-0.895,-0.18,-0.148,-2.413,-5.223,7.892,1013.172,-12.657,5.769,200.51
11.8,-0.817,0.633,-0.112,-2.297,-5.417,7.858,1013.176,-19.057,-4.933,190.904
11.85,0.116,0.803,0.209,-2.262,-5.452,7.835,1013.19,-28.247,-18.667,198.775
11.9,-0.603,1.137,0.364,-2.2,-5.621,7.755,1013.217,-25.673,-28.393,200.551
11.95,-0.396,0.609,0.032,-2.115,-5.601,7.645,1013.2,-28.645,-37.384,205.972
12.0,-0.33,0.697,0.074,-1.991,-5.803,7.671,1013.238,-15.502,-41.0,204.19
12.05,-0.721,0.512,-0.171,-1.956,-5.795,7.714,1013.228,-10.131,-55.129,205.332
12.1,-0.806,0.452,-1.961,-1.825,-5.818,7.668,1013.207,7.973,-54.335,201.831
12.15,-1.742,0.144,-5.728,-1.731,-5.827,7.69,1013.231,21.892,-56.82,194.481
12.2,-4.101,-1.387,-18.678,0.717,0.535,9.798,1012.724,143.326,-116.586,148.998
12.25,-4.73,-1.635,-21.8,0.485,0.814,9.768,1012.876,167.305,-145.678,213.471
12.3,-3.537,-1.226,-17.41,0.175,1.283,9.697,1013.037,115.134,-124.161,148.157
12.35,-2.26,-0.741,-8.537,-0.045,1.325,9.7,1013.099,32.788,-64.519,52.905
12.4,-0.133,-0.48,-1.559,-0.238,1.517,9.662,1013.143,-0.798,-26.291,5.012
12.45,-0.492,-0.375,1.188,-0.35,1.494,9.82,1013.161,-18.529,5.255,-3.011
12.5,-0.169,-0.753,1.895,-0.577,1.417,9.615,1013.202,-28.132,16.316,1.489
12.55,-0.425,-0.665,0.951,-0.748,1.372,9.731,1013.201,-12.86,14.785,0.896
12.6,-0.06,-0.869,0.432,-0.876,1.232,9.688,1013.253,-21.002,13.614,2.226
12.65,0.076,-0.576,0.543,-0.919,1.059,9.664,1013.224,-13.148,9.824,5.609
12.7,0.425,0.035,0.099,-0.877,0.837,9.732,1013.236,-12.499,3.71,4.16
12.75,0.271,-0.36,0.56,-0.918,0.519,9.728,1013.262,-5.569,5.452,4.306
12.8,0.46,0.008,0.271,-0.927,0.336,9.761,1013.247,-3.082,4.458,14.402
12.85,0.686,0.581,0.539,-0.847,-0.075,9.745,1013.27,-0.744,-6.407,4.47
12.9,0.556,0.69,0.559,-0.792,-0.139,9.773,1013.238,2.215,-7.063,5.633
12.95,0.72,0.306,0.039,-0.769,-0.442,9.803,1013.233,7.399,-7.641,8.81
13.0,0.127,0.17,0.388,-0.745,-0.479,9.761,1013.236,2.171,-11.184,2.69
13.05,-0.631,-0.353,0.011,-0.594,-0.739,9.748,1013.258,9.567,-12.746,17.761
13.1,-0.222,-0.258,-0.199,-0.412,-0.757,9.816,1013.247,23.807,-10.308,10.677
13.15,0.223,0.345,-0.587,-0.311,-0.818,9.723,1013.254,11.247,-8.051,11.338
13.2,-0.108,0.362,-0.118,-0.218,-0.769,9.791,1013.257,4.979,-2.387,12.533
13.25,0.531,0.679,0.449,-0.145,-0.752,9.76,1013.233,6.006,-4.398,1.463
13.3,-0.417,0.408,-0.273,-0.023,-0.67,9.762,1013.255,13.402,0.83,0.609
13.35,-0.271,0.105,-0.728,0.055,-0.496,9.792,1013.247,13.592,9.133,-1.955
13.4,0.221,0.087,0.172,0.161,-0.464,9.86,1013.241,6.333,1.472,6.361
13.45,-0.225,-0.162,-0.304,0.298,-0.288,9.784,1013.257,-1.222,4.074,2.206
13.5,-0.585,-0.254,-0.427,0.343,-0.15,9.798,1013.252,4.988,3.088,-0.461
13.55,-0.882,-0.094,-0.664,0.404,0.022,9.843,1013.26,-2.617,7.945,-3.021
13.6,-0.284,-0.322,-0.387,0.383,0.083,9.761,1013.249,3.121,-4.028,4.068
13.65,-0.283,-0.198,0.036,0.393,0.188,9.824,1013.266,-1.293,11.374,-0.441
13.7,0.423,0.312,0.922,0.4,0.298,9.709,1013.25,-4.62,2.813,5.449
13.75,0.047,0.186,0.544,0.473,0.414,9.846,1013.244,-11.202,-1.81,-0.301
13.8,0.275,0.288,0.465,0.443,0.445,9.771,1013.241,0.832,8.169,3.524
13.85,-0.076,-0.286,0.401,0.452,0.466,9.807,1013.245,-7.746,0.018,-6.025
13.9,0.098,-0.368,-0.136,0.471,0.523,9.783,1013.255,-9.326,-3.901,-2.681
13.95,-0.106,-0.253,0.486,0.429,0.598,9.762,1013.248,-13.637,0.502,-0.195
14.0,0.178,-0.478,-0.274,0.354,0.537,9.811,1013.241,-9.017,-4.979,-1.831
